rater_id,dialog_name,dialog_id,item,score
514,1,66,q6,5
523,1,66,q6,5
526,1,66,q6,5
529,1,66,q6,5
532,1,66,q6,6
542,1,66,q6,5
549,1,66,q6,3
562,1,66,q6,4
566,1,66,q6,5
570,1,66,q6,6
575,1,66,q6,5
112,1,66,q7,6
15,1,66,q7,7
167,1,66,q7,5
178,1,66,q7,7
189,1,66,q7,6
208,1,66,q7,5
324,1,66,q7,4
396,1,66,q7,6
402,1,66,q7,3
458,1,66,q7,4
460,1,66,q7,4
465,1,66,q7,4
472,1,66,q7,4
479,1,66,q7,4
483,1,66,q7,7
484,1,66,q7,6
491,1,66,q7,6
492,1,66,q7,6
494,1,66,q7,6
495,1,66,q7,7
498,1,66,q7,5
500,1,66,q7,6
502,1,66,q7,5
512,1,66,q7,5
513,1,66,q7,5
514,1,66,q7,5
523,1,66,q7,4
526,1,66,q7,4
529,1,66,q7,4
532,1,66,q7,5
542,1,66,q7,4
549,1,66,q7,1
562,1,66,q7,5
566,1,66,q7,6
570,1,66,q7,6
575,1,66,q7,5
112,1,66,q8,6
15,1,66,q8,6
167,1,66,q8,5
178,1,66,q8,6
189,1,66,q8,7
208,1,66,q8,5
324,1,66,q8,5
396,1,66,q8,6
402,1,66,q8,3
458,1,66,q8,4
460,1,66,q8,4
465,1,66,q8,4
472,1,66,q8,4
479,1,66,q8,2
483,1,66,q8,7
484,1,66,q8,6
491,1,66,q8,5
492,1,66,q8,5
494,1,66,q8,6
495,1,66,q8,7
498,1,66,q8,5
500,1,66,q8,6
502,1,66,q8,5
512,1,66,q8,5
513,1,66,q8,5
514,1,66,q8,5
523,1,66,q8,4
526,1,66,q8,5
529,1,66,q8,5
532,1,66,q8,5
542,1,66,q8,4
549,1,66,q8,1
562,1,66,q8,4
566,1,66,q8,5
570,1,66,q8,6
575,1,66,q8,5
112,1,66,q9,6
15,1,66,q9,7
167,1,66,q9,6
178,1,66,q9,7
189,1,66,q9,6
208,1,66,q9,6
324,1,66,q9,5
396,1,66,q9,6
402,1,66,q9,4
458,1,66,q9,5
460,1,66,q9,4
465,1,66,q9,5
472,1,66,q9,6
479,1,66,q9,7
483,1,66,q9,7
484,1,66,q9,6
491,1,66,q9,6
492,1,66,q9,6
494,1,66,q9,6
495,1,66,q9,7
498,1,66,q9,5
500,1,66,q9,6
502,1,66,q9,5
512,1,66,q9,5
513,1,66,q9,6
514,1,66,q9,5
523,1,66,q9,4
526,1,66,q9,5
529,1,66,q9,5
532,1,66,q9,6
542,1,66,q9,4
549,1,66,q9,2
562,1,66,q9,3
566,1,66,q9,6
570,1,66,q9,6
575,1,66,q9,5
112,2,65,q1,6
15,2,65,q1,6
167,2,65,q1,6
178,2,65,q1,6
189,2,65,q1,7
208,2,65,q1,5
324,2,65,q1,6
396,2,65,q1,6
402,2,65,q1,6
458,2,65,q1,3
460,2,65,q1,4
465,2,65,q1,5
472,2,65,q1,7
479,2,65,q1,1
483,2,65,q1,6
484,2,65,q1,3
491,2,65,q1,7
492,2,65,q1,6
494,2,65,q1,6
495,2,65,q1,6
498,2,65,q1,5
500,2,65,q1,5
502,2,65,q1,4
512,2,65,q1,5
513,2,65,q1,5
514,2,65,q1,7
523,2,65,q1,4
526,2,65,q1,4
529,2,65,q1,4
532,2,65,q1,5
542,2,65,q1,4
549,2,65,q1,3
562,2,65,q1,4
566,2,65,q1,6
570,2,65,q1,4
575,2,65,q1,5
112,2,65,q2,6
15,2,65,q2,6
167,2,65,q2,6
178,2,65,q2,6
189,2,65,q2,7
208,2,65,q2,5
324,2,65,q2,5
396,2,65,q2,6
402,2,65,q2,6
458,2,65,q2,4
460,2,65,q2,4
465,2,65,q2,5
472,2,65,q2,7
479,2,65,q2,1
483,2,65,q2,6
484,2,65,q2,3
491,2,65,q2,7
492,2,65,q2,6
494,2,65,q2,5
495,2,65,q2,7
498,2,65,q2,5
500,2,65,q2,6
502,2,65,q2,5
512,2,65,q2,5
513,2,65,q2,5
514,2,65,q2,7
523,2,65,q2,4
526,2,65,q2,5
529,2,65,q2,4
532,2,65,q2,5
542,2,65,q2,4
549,2,65,q2,1
562,2,65,q2,3
566,2,65,q2,5
570,2,65,q2,5
575,2,65,q2,5
112,2,65,q3,6
15,2,65,q3,6
167,2,65,q3,6
178,2,65,q3,7
189,2,65,q3,7
208,2,65,q3,6
324,2,65,q3,6
396,2,65,q3,5
402,2,65,q3,6
458,2,65,q3,4
460,2,65,q3,4
465,2,65,q3,5
472,2,65,q3,7
479,2,65,q3,1
483,2,65,q3,5
484,2,65,q3,4
491,2,65,q3,7
492,2,65,q3,3
494,2,65,q3,6
495,2,65,q3,5
498,2,65,q3,5
500,2,65,q3,6
502,2,65,q3,4
512,2,65,q3,5
513,2,65,q3,4
514,2,65,q3,7
523,2,65,q3,4
526,2,65,q3,3
529,2,65,q3,5
532,2,65,q3,4
542,2,65,q3,3
549,2,65,q3,1
562,2,65,q3,3
566,2,65,q3,5
570,2,65,q3,3
575,2,65,q3,5
112,2,65,q4,6
15,2,65,q4,7
167,2,65,q4,6
178,2,65,q4,6
189,2,65,q4,7
208,2,65,q4,6
324,2,65,q4,5
396,2,65,q4,6
402,2,65,q4,7
458,2,65,q4,3
460,2,65,q4,4
465,2,65,q4,5
472,2,65,q4,7
479,2,65,q4,1
483,2,65,q4,6
484,2,65,q4,4
491,2,65,q4,7
492,2,65,q4,6
494,2,65,q4,6
495,2,65,q4,7
498,2,65,q4,5
500,2,65,q4,6
502,2,65,q4,5
512,2,65,q4,5
513,2,65,q4,5
514,2,65,q4,6
523,2,65,q4,4
526,2,65,q4,3
529,2,65,q4,5
532,2,65,q4,5
542,2,65,q4,3
549,2,65,q4,1
562,2,65,q4,4
566,2,65,q4,5
570,2,65,q4,4
575,2,65,q4,5
112,2,65,q5,6
15,2,65,q5,6
167,2,65,q5,6
178,2,65,q5,6
189,2,65,q5,7
208,2,65,q5,6
324,2,65,q5,5
396,2,65,q5,7
402,2,65,q5,7
458,2,65,q5,4
460,2,65,q5,4
465,2,65,q5,4
472,2,65,q5,6
479,2,65,q5,1
483,2,65,q5,6
484,2,65,q5,4
491,2,65,q5,7
492,2,65,q5,6
494,2,65,q5,6
495,2,65,q5,7
498,2,65,q5,5
500,2,65,q5,6
502,2,65,q5,4
512,2,65,q5,5
513,2,65,q5,5
514,2,65,q5,7
523,2,65,q5,4
526,2,65,q5,4
529,2,65,q5,4
532,2,65,q5,5
542,2,65,q5,3
549,2,65,q5,1
562,2,65,q5,4
566,2,65,q5,6
570,2,65,q5,4
575,2,65,q5,5
112,2,65,q6,6
15,2,65,q6,6
167,2,65,q6,6
178,2,65,q6,6
189,2,65,q6,7
208,2,65,q6,5
324,2,65,q6,6
396,2,65,q6,7
402,2,65,q6,6
458,2,65,q6,3
460,2,65,q6,5
465,2,65,q6,4
472,2,65,q6,7
479,2,65,q6,1
483,2,65,q6,7
484,2,65,q6,4
491,2,65,q6,7
492,2,65,q6,6
494,2,65,q6,6
495,2,65,q6,7
498,2,65,q6,5
500,2,65,q6,6
502,2,65,q6,5
512,2,65,q6,5
513,2,65,q6,5
514,2,65,q6,6
523,2,65,q6,4
526,2,65,q6,4
529,2,65,q6,5
532,2,65,q6,6
542,2,65,q6,5
549,2,65,q6,1
562,2,65,q6,4
566,2,65,q6,6
570,2,65,q6,5
575,2,65,q6,5
112,2,65,q7,6
15,2,65,q7,6
167,2,65,q7,6
178,2,65,q7,6
189,2,65,q7,7
208,2,65,q7,5
324,2,65,q7,6
396,2,65,q7,6
402,2,65,q7,6
458,2,65,q7,4
460,2,65,q7,4
465,2,65,q7,4
472,2,65,q7,7
479,2,65,q7,1
483,2,65,q7,6
484,2,65,q7,4
491,2,65,q7,7
492,2,65,q7,4
494,2,65,q7,6
495,2,65,q7,7
498,2,65,q7,5
500,2,65,q7,6
502,2,65,q7,5
512,2,65,q7,5
513,2,65,q7,5
514,2,65,q7,7
523,2,65,q7,4
526,2,65,q7,4
529,2,65,q7,4
532,2,65,q7,5
542,2,65,q7,4
549,2,65,q7,1
562,2,65,q7,4
566,2,65,q7,6
570,2,65,q7,4
575,2,65,q7,5
112,2,65,q8,6
15,2,65,q8,6
167,2,65,q8,6
178,2,65,q8,6
189,2,65,q8,7
208,2,65,q8,6
324,2,65,q8,6
396,2,65,q8,6
402,2,65,q8,6
458,2,65,q8,3
460,2,65,q8,4
465,2,65,q8,4
472,2,65,q8,7
479,2,65,q8,1
483,2,65,q8,6
484,2,65,q8,4
491,2,65,q8,7
492,2,65,q8,4
494,2,65,q8,5
495,2,65,q8,6
498,2,65,q8,5
500,2,65,q8,6
502,2,65,q8,5
512,2,65,q8,5
513,2,65,q8,5
514,2,65,q8,6
523,2,65,q8,4
526,2,65,q8,3
529,2,65,q8,4
532,2,65,q8,4
542,2,65,q8,3
549,2,65,q8,1
562,2,65,q8,3
566,2,65,q8,6
570,2,65,q8,4
575,2,65,q8,5
112,2,65,q9,6
15,2,65,q9,6
167,2,65,q9,5
178,2,65,q9,7
189,2,65,q9,7
208,2,65,q9,6
324,2,65,q9,6
396,2,65,q9,7
402,2,65,q9,7
458,2,65,q9,5
460,2,65,q9,4
465,2,65,q9,5
472,2,65,q9,7
479,2,65,q9,4
483,2,65,q9,7
484,2,65,q9,4
491,2,65,q9,7
492,2,65,q9,6
494,2,65,q9,6
495,2,65,q9,7
498,2,65,q9,5
500,2,65,q9,6
502,2,65,q9,5
512,2,65,q9,5
513,2,65,q9,6
514,2,65,q9,7
523,2,65,q9,4
526,2,65,q9,5
529,2,65,q9,6
532,2,65,q9,6
542,2,65,q9,4
549,2,65,q9,1
562,2,65,q9,4
566,2,65,q9,6
570,2,65,q9,4
575,2,65,q9,5
112,3,64,q1,6
15,3,64,q1,6
167,3,64,q1,5
178,3,64,q1,7
189,3,64,q1,7
208,3,64,q1,5
324,3,64,q1,4
396,3,64,q1,7
402,3,64,q1,5
458,3,64,q1,7
460,3,64,q1,4
465,3,64,q1,5
472,3,64,q1,7
479,3,64,q1,6
483,3,64,q1,4
484,3,64,q1,5
491,3,64,q1,7
492,3,64,q1,5
494,3,64,q1,6
495,3,64,q1,7
498,3,64,q1,4
500,3,64,q1,6
502,3,64,q1,6
512,3,64,q1,5
513,3,64,q1,5
514,3,64,q1,5
523,3,64,q1,5
526,3,64,q1,6
529,3,64,q1,6
532,3,64,q1,6
542,3,64,q1,5
549,3,64,q1,1
562,3,64,q1,5
566,3,64,q1,5
570,3,64,q1,5
575,3,64,q1,6
112,3,64,q2,6
15,3,64,q2,7
167,3,64,q2,4
178,3,64,q2,7
189,3,64,q2,6
208,3,64,q2,5
324,3,64,q2,5
396,3,64,q2,5
402,3,64,q2,5
458,3,64,q2,6
460,3,64,q2,4
465,3,64,q2,5
472,3,64,q2,5
479,3,64,q2,6
483,3,64,q2,4
484,3,64,q2,4
491,3,64,q2,7
492,3,64,q2,5
494,3,64,q2,6
495,3,64,q2,7
498,3,64,q2,4
500,3,64,q2,6
502,3,64,q2,5
512,3,64,q2,4
513,3,64,q2,5
514,3,64,q2,4
523,3,64,q2,4
526,3,64,q2,5
529,3,64,q2,6
532,3,64,q2,6
542,3,64,q2,5
549,3,64,q2,3
562,3,64,q2,2
566,3,64,q2,5
570,3,64,q2,5
575,3,64,q2,6
112,3,64,q3,6
15,3,64,q3,7
167,3,64,q3,4
178,3,64,q3,7
189,3,64,q3,7
208,3,64,q3,6
324,3,64,q3,4
396,3,64,q3,7
402,3,64,q3,5
458,3,64,q3,6
460,3,64,q3,4
465,3,64,q3,4
472,3,64,q3,5
479,3,64,q3,6
483,3,64,q3,4
484,3,64,q3,5
491,3,64,q3,6
492,3,64,q3,4
494,3,64,q3,6
495,3,64,q3,6
498,3,64,q3,4
500,3,64,q3,6
502,3,64,q3,6
512,3,64,q3,5
513,3,64,q3,6
514,3,64,q3,5
523,3,64,q3,5
526,3,64,q3,5
529,3,64,q3,6
532,3,64,q3,6
542,3,64,q3,5
549,3,64,q3,4
562,3,64,q3,3
566,3,64,q3,6
570,3,64,q3,5
575,3,64,q3,6
112,3,64,q4,6
15,3,64,q4,6
167,3,64,q4,5
178,3,64,q4,7
189,3,64,q4,7
208,3,64,q4,6
324,3,64,q4,4
396,3,64,q4,5
402,3,64,q4,5
458,3,64,q4,7
460,3,64,q4,4
465,3,64,q4,5
472,3,64,q4,6
479,3,64,q4,6
483,3,64,q4,4
484,3,64,q4,5
491,3,64,q4,6
492,3,64,q4,4
494,3,64,q4,6
495,3,64,q4,7
498,3,64,q4,4
500,3,64,q4,6
502,3,64,q4,6
512,3,64,q4,4
513,3,64,q4,5
514,3,64,q4,4
523,3,64,q4,5
526,3,64,q4,6
529,3,64,q4,6
532,3,64,q4,6
542,3,64,q4,5
549,3,64,q4,1
562,3,64,q4,2
566,3,64,q4,6
570,3,64,q4,5
575,3,64,q4,6
112,3,64,q5,6
15,3,64,q5,7
167,3,64,q5,4
178,3,64,q5,6
189,3,64,q5,7
208,3,64,q5,6
324,3,64,q5,5
396,3,64,q5,5
402,3,64,q5,6
458,3,64,q5,6
460,3,64,q5,4
465,3,64,q5,4
472,3,64,q5,6
479,3,64,q5,3
483,3,64,q5,4
484,3,64,q5,5
491,3,64,q5,6
492,3,64,q5,4
494,3,64,q5,6
495,3,64,q5,7
498,3,64,q5,4
500,3,64,q5,6
502,3,64,q5,5
512,3,64,q5,4
513,3,64,q5,5
514,3,64,q5,4
523,3,64,q5,5
526,3,64,q5,6
529,3,64,q5,7
532,3,64,q5,5
542,3,64,q5,5
549,3,64,q5,1
562,3,64,q5,2
566,3,64,q5,6
570,3,64,q5,5
575,3,64,q5,6
112,3,64,q6,5
15,3,64,q6,6
167,3,64,q6,4
178,3,64,q6,6
189,3,64,q6,7
208,3,64,q6,5
324,3,64,q6,5
396,3,64,q6,5
402,3,64,q6,5
458,3,64,q6,6
460,3,64,q6,5
465,3,64,q6,4
472,3,64,q6,5
479,3,64,q6,5
483,3,64,q6,4
484,3,64,q6,5
491,3,64,q6,7
492,3,64,q6,6
494,3,64,q6,5
495,3,64,q6,7
498,3,64,q6,4
500,3,64,q6,6
502,3,64,q6,5
512,3,64,q6,5
513,3,64,q6,5
514,3,64,q6,5
523,3,64,q6,4
526,3,64,q6,5
529,3,64,q6,7
532,3,64,q6,6
542,3,64,q6,5
549,3,64,q6,1
562,3,64,q6,6
566,3,64,q6,6
570,3,64,q6,5
575,3,64,q6,6
112,3,64,q7,5
15,3,64,q7,6
167,3,64,q7,4
178,3,64,q7,6
189,3,64,q7,7
208,3,64,q7,6
324,3,64,q7,4
396,3,64,q7,6
402,3,64,q7,5
458,3,64,q7,7
460,3,64,q7,4
465,3,64,q7,4
472,3,64,q7,6
479,3,64,q7,5
483,3,64,q7,4
484,3,64,q7,5
491,3,64,q7,6
492,3,64,q7,4
494,3,64,q7,6
495,3,64,q7,7
498,3,64,q7,4
500,3,64,q7,6
502,3,64,q7,5
512,3,64,q7,4
513,3,64,q7,5
514,3,64,q7,5
523,3,64,q7,5
526,3,64,q7,6
529,3,64,q7,7
532,3,64,q7,6
542,3,64,q7,5
549,3,64,q7,1
562,3,64,q7,2
566,3,64,q7,6
570,3,64,q7,5
575,3,64,q7,6
112,3,64,q8,5
15,3,64,q8,6
167,3,64,q8,4
178,3,64,q8,7
189,3,64,q8,7
208,3,64,q8,6
324,3,64,q8,5
396,3,64,q8,6
402,3,64,q8,5
458,3,64,q8,7
460,3,64,q8,4
465,3,64,q8,5
472,3,64,q8,6
479,3,64,q8,5
483,3,64,q8,4
484,3,64,q8,5
491,3,64,q8,6
492,3,64,q8,4
494,3,64,q8,6
495,3,64,q8,7
498,3,64,q8,4
500,3,64,q8,6
502,3,64,q8,5
512,3,64,q8,4
513,3,64,q8,5
514,3,64,q8,5
523,3,64,q8,5
526,3,64,q8,5
529,3,64,q8,6
532,3,64,q8,6
542,3,64,q8,5
549,3,64,q8,1
562,3,64,q8,1
566,3,64,q8,6
570,3,64,q8,5
575,3,64,q8,6
112,3,64,q9,6
15,3,64,q9,7
167,3,64,q9,5
178,3,64,q9,7
189,3,64,q9,6
208,3,64,q9,6
324,3,64,q9,5
396,3,64,q9,5
402,3,64,q9,5
458,3,64,q9,7
460,3,64,q9,4
465,3,64,q9,6
472,3,64,q9,6
479,3,64,q9,6
483,3,64,q9,5
484,3,64,q9,4
491,3,64,q9,7
492,3,64,q9,5
494,3,64,q9,6
495,3,64,q9,7
498,3,64,q9,5
500,3,64,q9,6
502,3,64,q9,6
512,3,64,q9,4
513,3,64,q9,5
514,3,64,q9,5
523,3,64,q9,4
526,3,64,q9,5
529,3,64,q9,6
532,3,64,q9,6
542,3,64,q9,3
549,3,64,q9,2
562,3,64,q9,3
566,3,64,q9,6
570,3,64,q9,5
575,3,64,q9,6
112,4,63,q1,6
15,4,63,q1,6
167,4,63,q1,5
178,4,63,q1,6
189,4,63,q1,7
208,4,63,q1,5
324,4,63,q1,5
396,4,63,q1,5
402,4,63,q1,4
458,4,63,q1,5
460,4,63,q1,5
465,4,63,q1,4
472,4,63,q1,7
479,4,63,q1,2
483,4,63,q1,6
484,4,63,q1,5
491,4,63,q1,7
492,4,63,q1,6
494,4,63,q1,6
495,4,63,q1,4
498,4,63,q1,5
500,4,63,q1,6
502,4,63,q1,4
512,4,63,q1,5
513,4,63,q1,4
514,4,63,q1,6
523,4,63,q1,4
526,4,63,q1,2
529,4,63,q1,4
532,4,63,q1,5
542,4,63,q1,4
549,4,63,q1,5
562,4,63,q1,2
566,4,63,q1,6
570,4,63,q1,5
575,4,63,q1,5
112,4,63,q2,6
15,4,63,q2,6
167,4,63,q2,5
178,4,63,q2,6
189,4,63,q2,5
208,4,63,q2,5
324,4,63,q2,5
396,4,63,q2,5
402,4,63,q2,4
458,4,63,q2,6
460,4,63,q2,4
465,4,63,q2,4
472,4,63,q2,7
479,4,63,q2,4
483,4,63,q2,6
484,4,63,q2,5
491,4,63,q2,7
492,4,63,q2,6
494,4,63,q2,6
495,4,63,q2,4
498,4,63,q2,5
500,4,63,q2,6
502,4,63,q2,4
512,4,63,q2,4
513,4,63,q2,5
514,4,63,q2,7
523,4,63,q2,4
526,4,63,q2,3
529,4,63,q2,3
532,4,63,q2,6
542,4,63,q2,4
549,4,63,q2,4
562,4,63,q2,2
566,4,63,q2,5
570,4,63,q2,5
575,4,63,q2,5
112,4,63,q3,6
15,4,63,q3,6
167,4,63,q3,6
178,4,63,q3,6
189,4,63,q3,7
208,4,63,q3,4
324,4,63,q3,6
396,4,63,q3,4
402,4,63,q3,4
458,4,63,q3,5
460,4,63,q3,5
465,4,63,q3,4
472,4,63,q3,5
479,4,63,q3,5
483,4,63,q3,6
484,4,63,q3,5
491,4,63,q3,7
492,4,63,q3,6
494,4,63,q3,6
495,4,63,q3,5
498,4,63,q3,5
500,4,63,q3,6
502,4,63,q3,4
512,4,63,q3,4
513,4,63,q3,4
514,4,63,q3,6
523,4,63,q3,4
526,4,63,q3,2
529,4,63,q3,4
532,4,63,q3,5
542,4,63,q3,3
549,4,63,q3,5
562,4,63,q3,2
566,4,63,q3,4
570,4,63,q3,5
575,4,63,q3,5
112,4,63,q4,6
15,4,63,q4,6
167,4,63,q4,5
178,4,63,q4,6
189,4,63,q4,7
208,4,63,q4,5
324,4,63,q4,5
396,4,63,q4,5
402,4,63,q4,3
458,4,63,q4,7
460,4,63,q4,5
465,4,63,q4,5
472,4,63,q4,6
479,4,63,q4,2
483,4,63,q4,6
484,4,63,q4,3
491,4,63,q4,7
492,4,63,q4,6
494,4,63,q4,6
495,4,63,q4,6
498,4,63,q4,5
500,4,63,q4,6
502,4,63,q4,4
512,4,63,q4,4
513,4,63,q4,5
514,4,63,q4,6
523,4,63,q4,4
526,4,63,q4,2
529,4,63,q4,3
532,4,63,q4,6
542,4,63,q4,3
549,4,63,q4,5
562,4,63,q4,2
566,4,63,q4,5
570,4,63,q4,5
575,4,63,q4,5
112,4,63,q5,6
15,4,63,q5,6
167,4,63,q5,6
178,4,63,q5,6
189,4,63,q5,6
208,4,63,q5,5
324,4,63,q5,6
396,4,63,q5,6
402,4,63,q5,4
458,4,63,q5,5
460,4,63,q5,5
465,4,63,q5,4
472,4,63,q5,6
479,4,63,q5,4
483,4,63,q5,6
484,4,63,q5,4
491,4,63,q5,7
492,4,63,q5,6
494,4,63,q5,6
495,4,63,q5,4
498,4,63,q5,5
500,4,63,q5,6
502,4,63,q5,4
512,4,63,q5,4
513,4,63,q5,4
514,4,63,q5,6
523,4,63,q5,3
526,4,63,q5,3
529,4,63,q5,3
532,4,63,q5,6
542,4,63,q5,3
549,4,63,q5,5
562,4,63,q5,3
566,4,63,q5,5
570,4,63,q5,5
575,4,63,q5,5
112,4,63,q6,6
15,4,63,q6,6
167,4,63,q6,5
178,4,63,q6,6
189,4,63,q6,7
208,4,63,q6,5
324,4,63,q6,6
396,4,63,q6,6
402,4,63,q6,4
458,4,63,q6,5
460,4,63,q6,5
465,4,63,q6,4
472,4,63,q6,7
479,4,63,q6,5
483,4,63,q6,6
484,4,63,q6,4
491,4,63,q6,7
492,4,63,q6,7
494,4,63,q6,6
495,4,63,q6,4
498,4,63,q6,5
500,4,63,q6,6
502,4,63,q6,5
512,4,63,q6,5
513,4,63,q6,5
514,4,63,q6,6
523,4,63,q6,3
526,4,63,q6,3
529,4,63,q6,5
532,4,63,q6,6
542,4,63,q6,3
549,4,63,q6,5
562,4,63,q6,4
566,4,63,q6,6
570,4,63,q6,5
575,4,63,q6,5
112,4,63,q7,6
15,4,63,q7,6
167,4,63,q7,5
178,4,63,q7,7
189,4,63,q7,7
208,4,63,q7,4
324,4,63,q7,5
396,4,63,q7,5
402,4,63,q7,4
458,4,63,q7,5
460,4,63,q7,5
465,4,63,q7,4
472,4,63,q7,6
479,4,63,q7,4
483,4,63,q7,6
484,4,63,q7,4
491,4,63,q7,6
492,4,63,q7,6
494,4,63,q7,6
495,4,63,q7,3
498,4,63,q7,5
500,4,63,q7,6
502,4,63,q7,4
512,4,63,q7,5
513,4,63,q7,4
514,4,63,q7,7
523,4,63,q7,3
526,4,63,q7,3
529,4,63,q7,4
532,4,63,q7,6
542,4,63,q7,3
549,4,63,q7,5
562,4,63,q7,3
566,4,63,q7,5
570,4,63,q7,5
575,4,63,q7,5
112,4,63,q8,6
15,4,63,q8,6
167,4,63,q8,5
178,4,63,q8,6
189,4,63,q8,7
208,4,63,q8,5
324,4,63,q8,5
396,4,63,q8,5
402,4,63,q8,4
458,4,63,q8,6
460,4,63,q8,5
465,4,63,q8,4
472,4,63,q8,6
479,4,63,q8,3
483,4,63,q8,6
484,4,63,q8,4
491,4,63,q8,7
492,4,63,q8,7
494,4,63,q8,6
495,4,63,q8,2
498,4,63,q8,5
500,4,63,q8,6
502,4,63,q8,4
512,4,63,q8,5
513,4,63,q8,4
514,4,63,q8,6
523,4,63,q8,3
526,4,63,q8,2
529,4,63,q8,4
532,4,63,q8,6
542,4,63,q8,3
549,4,63,q8,5
562,4,63,q8,4
566,4,63,q8,5
570,4,63,q8,5
575,4,63,q8,5
112,4,63,q9,6
15,4,63,q9,6
167,4,63,q9,5
178,4,63,q9,7
189,4,63,q9,6
208,4,63,q9,5
324,4,63,q9,6
396,4,63,q9,6
